car_id,city_mpg,highway_mpg
2011 Mercedes-Benz C300 Luxury,18,26
2011 Mercedes-Benz C350 Sport,17,25
2011 Mercedes-Benz C300 Sport AT FFV,13,19
2011 Kia Rio5 LX,27,36
2011 Kia Rio5 SX,27,36
2010 Kia Rio5 LX,28,34
2010 Kia Rio5 LX AT,27,36
2010 Kia Rio5 SX,28,34
2010 Kia Rio5 SX AT,27,36
2011 Volkswagen GTI 4-Door,21,31
2010 Kia Rio,28,34
2010 Kia Rio LX,28,34
2010 Kia Rio LX AT,27,36
2010 Kia Rio SX,28,34
2010 Kia Rio SX AT,27,36
2011 Kia Soul,26,31
2011 Kia Soul +,24,30
2011 Kia Soul + AT,24,30
2011 Kia Soul !,24,30
2011 Kia Soul Sport,24,30
2011 Chevrolet Camaro Coupe 1LS,17,28
2011 Chevrolet Camaro Coupe 1LS AT,19,30
2011 Chevrolet Camaro Coupe 2LS,18,29
2011 Chevrolet Camaro Coupe 1LT,17,28
2011 Chevrolet Camaro Coupe 1LT AT,19,30
2011 Chevrolet Camaro Coupe 2LT,17,28
2011 Chevrolet Camaro Coupe 2LT AT,19,30
2011 Chevrolet Camaro Coupe 1SS,16,24
2011 Chevrolet Camaro Coupe 1SS AT,16,25
2011 Chevrolet Camaro Coupe 2SS,16,24
2011 Chevrolet Camaro Coupe 2SS AT,16,25
2010 Ford Mustang V6,18,26
2010 Ford Mustang V6 AT,16,24
2010 Ford Mustang V6 Premium,18,26
2010 Ford Mustang V6 Premium AT,16,24
2010 Ford Mustang GT,16,24
2010 Ford Mustang GT AT,17,23
2010 Ford Mustang GT Premium,16,24
2010 Kia Soul,26,31
2010 Kia Soul +,24,30
2010 Kia Soul + AT,24,30
2010 Kia Soul !,24,30
2010 Kia Soul ! AT,24,30
2010 Kia Soul Sport,24,30
2010 Kia Soul Sport AT,24,30
2010 Ford Mustang V6 Convertible,18,26
2010 Ford Mustang V6 Convertible AT,16,24
2010 Ford Mustang V6 Premium Convertible,18,26
2010 Ford Mustang V6 Premium Convertible AT,16,24
2010 Ford Mustang GT Convertible,16,24
2010 Ford Mustang GT Convertible AT,17,23
2010 Ford Mustang GT Premium Convertible,16,24
2010 Ford Mustang GT Premium Convertible AT,17,23
2010 Audi R8 Coupe 5.2,12,20
2010 Audi R8 Coupe 4.2,12,19
2012 Kia Sedona LX,18,25
2012 Kia Sedona EX,18,25
2012 Ford Mustang Shelby GT500 Convertible,15,23
2012 Ford Mustang Shelby GT500 Coupe,15,23
2011 Ford Mustang Shelby GT500 Convertible,15,23
2011 Ford Shelby GT500 Coupe,15,23
2010 Ford Mustang Shelby GT500 Coupe,15,23
2010 Ford Mustang Shelby GT500 Convertible,14,22
2011 Kia Sedona LX,18,25
2011 Kia Sedona EX,18,25
2010 Kia Sedona,17,23
2010 Kia Sedona LX,17,23
2010 Kia Sedona EX,17,23
2011 Audi R8 Spyder 4.2,11,20
2010 Volkswagen GTI 4-Door,21,31
2011 Audi R8 Spyder 5.2,12,19
2012 Kia Sorento,20,27
2012 Kia Sorento LX,21,29
2012 Kia Sorento LX AWD,21,27
2012 Kia Sorento LX V6,20,26
2012 Kia Sorento LX V6 AWD,18,24
2012 Kia Sorento EX,22,32
2012 Kia Sorento EX AWD,21,28
2012 Kia Sorento EX V6,20,26
2012 Kia Sorento EX V6 AWD,18,24
2012 Kia Sorento SX,20,26
2012 Kia Sorento SX AWD,18,24
2012 Audi S4 Sedan 3.0,18,27
2010 Chevrolet Camaro Coupe 1LS,17,29
2010 Chevrolet Camaro Coupe 1LS AT,18,29
2010 Chevrolet Camaro Coupe 1LT,17,29
2010 Chevrolet Camaro Coupe 1LT AT,18,29
2010 Chevrolet Camaro Coupe 2LT,17,29
2010 Chevrolet Camaro Coupe 2LT AT,18,29
2010 Chevrolet Camaro Coupe 1SS,16,24
2010 Chevrolet Camaro Coupe 1SS AT,16,25
2010 Chevrolet Camaro Coupe 2SS,16,24
2010 Chevrolet Camaro Coupe 2SS AT,16,25
2011 Audi S4 Sedan 3.0,18,27
2011 Kia Sorento,20,27
2011 Kia Sorento LX,21,29
2011 Kia Sorento LX AWD,21,27
2011 Kia Sorento LX V6,20,26
2011 Kia Sorento LX V6 AWD,18,24
2011 Kia Sorento EX,21,29
2011 Kia Sorento EX AWD,21,27
2011 Kia Sorento EX V6,20,26
2011 Kia Sorento EX V6 AWD,18,24
2011 Kia Sorento SX,20,26
2011 Kia Sorento SX AWD,18,24
2012 Kia Sportage,21,29
2012 Kia Sportage LX,22,32
2012 Kia Sportage LX AWD,21,28
2012 Kia Sportage EX,22,32
2012 Kia Sportage EX AWD,21,28
2012 Kia Sportage SX,22,29
2012 Kia Sportage SX AWD,21,26
2010 Volkswagen Golf 2.0L 2-Door TDI,30,41
2010 Volkswagen Golf 2-Door,22,30
2010 Volkswagen Golf 2-Door AT,23,30
2011 Kia Sportage,21,29
2011 Kia Sportage LX,22,31
2011 Kia Sportage LX AWD,21,28
2011 Kia Sportage EX,22,31
2011 Kia Sportage EX AWD,21,28
2011 Kia Sportage SX,22,27
2011 Kia Sportage SX AWD,21,25
2010 Audi S4 Sedan 3.0,18,27
2010 Kia Sportage LX,20,25
2010 Kia Sportage LX AT,20,25
2010 Kia Sportage LX 4WD,19,24
2010 Kia Sportage LX V6,18,23
2010 Kia Sportage LX V6 4WD,18,23
2010 Kia Sportage EX,18,23
2010 Kia Sportage EX 4WD,18,23
2010 Honda Civic DX Sedan,26,34
2010 Honda Civic DX Sedan AT,25,36
2010 Honda Civic DX-VP Sedan,26,34
2010 Honda Civic DX-VP Sedan AT,25,36
2010 Honda Civic LX Sedan,26,34
2010 Honda Civic LX Sedan AT,25,36
2010 Honda Civic LX-S Sedan,26,34
2010 Honda Civic LX-S Sedan AT,25,36
2010 Honda Civic EX Sedan,26,34
2010 Honda Civic EX Sedan AT,25,36
2010 Honda Civic EX-L Sedan,26,34
2010 Honda Civic EX-L Sedan AT,25,36
2010 Honda Civic Si Sedan,21,29
2010 Honda Civic GX Sedan,24,36
2011 Nissan Pathfinder SV,15,22
2011 Nissan Pathfinder Silver Edition,15,22
2011 Nissan Pathfinder Silver Edition 4x4,14,20
2011 Nissan Pathfinder SV 4x4,14,20
2011 Nissan Pathfinder S,15,22
2011 Nissan Pathfinder S 4x4,14,20
2011 Nissan Pathfinder LE,15,22
2011 Nissan Pathfinder LE 4x4 V8,13,18
2011 Nissan Pathfinder LE 4x4,14,20
2011 Hyundai Santa Fe GLS AT,20,28
2011 Hyundai Santa Fe SE AWD,20,26
2011 Hyundai Santa Fe Limited 3.5 AWD,20,26
2011 Hyundai Santa Fe SE,20,26
2011 Hyundai Santa Fe GLS AT AWD,20,25
2011 Hyundai Santa Fe Limited 3.5,20,26
2011 Hyundai Santa Fe Limited,20,28
2011 Hyundai Santa Fe GLS,19,26
2011 Hyundai Santa Fe GLS 3.5 AWD,20,26
2011 Hyundai Santa Fe GLS 3.5,20,26
2010 Hyundai Santa Fe SE,20,26
2010 Hyundai Santa Fe Limited 3.5 AWD,20,26
2010 Hyundai Santa Fe GLS AT AWD,21,27
2010 Hyundai Santa Fe Limited,20,28
2010 Hyundai Santa Fe Limited 3.5,20,26
2010 Hyundai Santa Fe SE AWD,20,26
2010 Hyundai Santa Fe GLS AT,20,28
2010 Hyundai Santa Fe GLS,19,26
2012 Ford Taurus SE,18,28
2012 Ford Taurus SEL,18,27
2012 Ford Taurus SEL AWD,17,26
2012 Ford Taurus Limited,18,27
2012 Ford Taurus Limited AWD,17,26
2011 Ford Taurus SE,18,28
2011 Ford Taurus SEL,18,27
2011 Ford Taurus SEL AWD,17,25
2011 Ford Taurus Limited,18,27
2011 Ford Taurus Limited AWD,17,25
2010 Ford Taurus SE,18,28
2010 Ford Taurus SEL,18,27
2010 Ford Taurus SEL AWD,17,25
2010 Ford Taurus Limited,18,27
2010 Ford Taurus Limited AWD,17,25
2010 Volkswagen Golf 2.5L 4-Door,23,30
2010 Volkswagen Golf 4-Door TDI,30,41
2011 Volkswagen Golf 2.5L 2-Door,23,33
2011 Volkswagen Golf 2.5L 2-Door AT,24,31
2011 Volkswagen Golf TDI Clean Diesel 2-Door,30,42
2011 Ford Edge SE,19,26
2011 Ford Edge SEL,19,26
2011 Ford Edge SEL AWD,18,26
2011 Ford Edge Limited,19,26
2011 Ford Edge Limited AWD,18,26
2011 Ford Edge Sport,18,25
2011 Ford Edge Sport AWD,17,23
2011 Volkswagen Golf 2.5L 4-Door,24,31
2011 Volkswagen Golf TDI Clean Diesel 4-Door,30,42
2012 Audi S5 Coupe 4.2 AT,16,24
2012 Audi S5 Coupe 4.2,14,22
2012 Ford Edge SE,19,27
2012 Ford Edge SEL,19,27
2012 Ford Edge SEL AWD,18,25
2012 Ford Edge Limited,19,27
2012 Ford Edge Limited AWD,18,25
2012 Ford Edge Sport,19,26
2012 Ford Edge Sport AWD,17,23
2010 Ford Edge SE,18,25
2010 Ford Edge SE Fleet,17,23
2010 Ford Edge SEL,18,25
2010 Ford Edge SEL AWD,17,23
2010 Ford Edge Limited,18,25
2010 Ford Edge Limited AWD,17,23
2010 Ford Edge Sport,18,25
2010 Ford Edge Sport AWD,17,23
2011 Audi S5 Coupe 4.2 AT,16,24
2011 Audi S5 Coupe 4.2,14,22
2012 Ford Edge SE Turbo,21,30
2012 Ford Edge Limited Turbo,21,30
2012 Ford Edge SEL Turbo,21,30
2010 Audi S5 Coupe 4.2 AT,16,24
2010 Audi S5 Coupe 4.2,14,22
2011 Audi S6,14,21
2010 Audi S6,14,19
2011 Honda Civic DX Sedan,26,34
2011 Honda Civic DX Sedan AT,25,36
2011 Honda Civic DX-VP Sedan,26,34
2011 Honda Civic DX-VP Sedan AT,25,36
2011 Honda Civic LX Sedan,26,34
2011 Honda Civic LX Sedan AT,25,36
2011 Honda Civic LX-S Sedan,26,34
2011 Honda Civic LX-S Sedan AT,25,36
2011 Honda Civic EX Sedan,26,34
2011 Honda Civic EX Sedan AT,25,36
2011 Honda Civic EX-L Sedan,25,36
2011 Honda Civic Si Sedan,21,29
2011 Honda Civic GX Sedan,24,36
2012 Chevrolet Corvette Z06 1LZ,15,24
2012 Chevrolet Corvette Z06 2LZ,15,24
2012 Chevrolet Corvette Z06 3LZ,15,24
2011 Chevrolet Corvette Z06 1LZ,15,24
2011 Chevrolet Corvette Z06 2LZ,15,24
2011 Chevrolet Corvette Z06 3LZ,15,24
2010 Chevrolet Corvette Z06 1LZ,15,24
2010 Chevrolet Corvette Z06 2LZ,15,24
2010 Chevrolet Corvette Z06 3LZ,15,24
2012 Chevrolet Corvette Convertible 1LT,16,26
2012 Chevrolet Corvette Convertible 1LT AT,15,25
2012 Chevrolet Corvette Convertible 2LT,16,26
2012 Chevrolet Corvette Convertible 2LT AT,15,25
2012 Chevrolet Corvette Convertible 3LT,16,26
2012 Chevrolet Corvette Convertible 3LT AT,15,25
2012 Chevrolet Corvette Convertible 4LT,16,26
2012 Chevrolet Corvette Convertible 4LT AT,15,25
2010 Nissan Pathfinder S 4x4,14,20
2010 Nissan Pathfinder S FE+,15,22
2010 Nissan Pathfinder SE,15,22
2010 Nissan Pathfinder LE 4x4,14,20
2010 Nissan Pathfinder LE 4x4 V8,13,18
2010 Nissan Pathfinder SE 4x4,14,20
2010 Nissan Pathfinder LE,15,22
2010 Volkswagen Routan S,16,23
2010 Volkswagen Routan SE,16,23
2010 Volkswagen Routan SEL,17,25
2010 Volkswagen Routan SEL Premium,17,25
2009 Nissan Pathfinder LE,15,22
2009 Nissan Pathfinder SE Off-Road,14,20
2009 Nissan Pathfinder SE 4x4,14,20
2009 Nissan Pathfinder LE 4x4 V8,13,18
2009 Nissan Pathfinder S,15,22
2009 Nissan Pathfinder S 4x4,14,20
2009 Nissan Pathfinder LE 4x4,14,20
2009 Nissan Pathfinder SE,15,22
2011 Volkswagen Routan S,17,25
2011 Volkswagen Routan SE,17,25
2011 Volkswagen Routan SEL,17,25
2011 Volkswagen Routan SEL Premium,17,25
2010 Volkswagen Tiguan S,19,26
2010 Volkswagen Tiguan S AT,18,24
2010 Volkswagen Tiguan SE,18,24
2010 Volkswagen Tiguan SEL,18,24
2012 Hyundai Sonata GLS,24,35
2012 Hyundai Sonata Limited PZEV,24,35
2012 Hyundai Sonata SE,24,35
2012 Hyundai Sonata GLS PZEV,24,35
2012 Hyundai Sonata GLS AT,24,35
2012 Hyundai Sonata SE Turbo,22,34
2012 Hyundai Sonata Limited,24,35
2012 Hyundai Sonata Limited Turbo,22,34
2011 Hyundai Sonata Limited,22,35
2011 Hyundai Sonata Limited Turbo,22,33
2011 Hyundai Sonata GLS AT,22,35
2011 Hyundai Sonata GLS,24,35
2011 Hyundai Sonata SE Turbo,22,35
2011 Hyundai Sonata Limited PZEV,22,35
2011 Hyundai Sonata GLS PZEV,22,35
2011 Hyundai Sonata SE,22,35
2010 Hyundai Sonata GLS AT,22,32
2010 Hyundai Sonata GLS,21,32
2010 Hyundai Sonata GLS PZEV,22,32
2010 Hyundai Sonata SE PZEV,22,32
2010 Hyundai Sonata SE,22,32
2010 Hyundai Sonata Limited,22,32
2010 Hyundai Sonata Limited PZEV,22,32
2010 Hyundai Sonata Limited V6,19,29
2010 Hyundai Sonata SE V6,19,29
2011 Honda CR-Z EX,31,37
2011 Honda CR-Z,31,37
2011 Hyundai Veracruz GLS,17,22
2011 Hyundai Veracruz Limited,17,22
2011 Hyundai Veracruz GLS AWD,16,21
2011 Hyundai Veracruz Limited AWD,16,21
2010 Hyundai Veracruz GLS AWD,16,22
2010 Hyundai Veracruz GLS,17,23
2010 Hyundai Veracruz Limited AWD,16,22
2010 Hyundai Veracruz Limited,17,23
2011 Honda Fit,27,33
2011 Honda Fit AT,28,35
2011 Honda Fit Sport,27,33
2011 Honda Fit Sport AT,27,33
2011 Hyundai Sonata Hybrid,35,40
2012 Hyundai Tucson GL AT,23,31
2012 Hyundai Tucson GLS,22,32
2012 Hyundai Tucson Limited AWD,21,28
2012 Hyundai Tucson Limited,22,32
2012 Hyundai Tucson Limited PZEV AWD,21,28
2012 Hyundai Tucson Limited PZEV,22,32
2012 Hyundai Tucson GL,20,27
2012 Hyundai Tucson GLS AWD,21,28
2012 Hyundai Tucson GLS PZEV,22,32
2012 Hyundai Tucson GLS PZEV AWD,21,28
2011 Mazda CX-7 i SV,20,28
2011 Mazda CX-7 i Sport,20,28
2011 Mazda CX-7 s Touring,18,24
2011 Mazda CX-7 s Touring AWD,17,21
2011 Mazda CX-7 i Touring,20,28
2011 Mazda CX-7 s Grand Touring,18,24
2011 Mazda CX-7 s Grand Touring AWD,17,21
2012 Ford Flex SE,17,24
2012 Ford Flex SEL,17,24
2012 Ford Flex SEL AWD,16,23
2012 Ford Flex Limited,17,24
2012 Ford Flex Limited AWD,16,23
2012 Ford Flex Limited AWD Turbo,16,22
2012 Ford Flex Titanium,17,24
2012 Ford Flex Titanium AWD,16,23
2012 Ford Flex Titanium AWD Turbo,16,22
2010 Honda Fit,27,33
2010 Honda Fit AT,28,35
2010 Honda Fit Sport,27,33
2010 Honda Fit Sport AT,27,33
2011 Ford Flex SE,17,24
2011 Ford Flex SEL,17,24
2011 Ford Flex SEL AWD,16,22
2011 Ford Flex SEL AWD Turbo,16,22
2011 Ford Flex Limited,17,24
2011 Ford Flex Limited AWD,16,22
2011 Ford Flex Limited AWD Turbo,16,22
2011 Ford Flex Titanium,17,24
2011 Ford Flex Titanium AWD,16,22
2011 Ford Flex Titanium AWD Turbo,16,22
2010 Mazda CX-7 i SV,20,28
2010 Mazda CX-7 i Sport,20,28
2010 Mazda CX-7 s Touring,18,25
2010 Mazda CX-7 s Touring AWD,17,23
2010 Mazda CX-7 s Grand Touring,18,25
2010 Mazda CX-7 s Grand Touring AWD,17,23
2011 Hyundai Tucson GL AT,23,31
2011 Hyundai Tucson GLS,22,31
2011 Hyundai Tucson Limited PZEV,22,31
2011 Hyundai Tucson Limited AWD,21,28
2011 Hyundai Tucson Limited PZEV AWD,21,28
2011 Hyundai Tucson GLS AWD,21,28
2011 Hyundai Tucson GLS PZEV,22,31
2011 Hyundai Tucson GL,20,27
2011 Hyundai Tucson GLS PZEV AWD,21,28
2011 Hyundai Tucson Limited,22,31
2012 Audi R8 Spyder 4.2,11,20
2012 Audi R8 Spyder 5.2,12,19
2010 Ford Flex SE,17,24
2010 Ford Flex SEL,17,24
2010 Ford Flex SEL AWD,16,22
2010 Ford Flex SEL AWD Turbo,16,22
2010 Ford Flex Limited,17,24
2010 Ford Flex Limited AWD,16,22
2010 Ford Flex Limited AWD Turbo,16,22
2011 Mazda CX-9 Sport,17,24
2011 Mazda CX-9 Sport AWD,16,22
2011 Mazda CX-9 Touring,17,24
2011 Mazda CX-9 Touring AWD,16,22
2011 Mazda CX-9 Grand Touring,17,24
2011 Mazda CX-9 Grand Touring AWD,16,22
2011 Volkswagen Tiguan S,18,26
2011 Volkswagen Tiguan S AT,20,25
2011 Volkswagen Tiguan SE,20,25
2011 Volkswagen Tiguan SEL,20,25
2010 Volkswagen Touareg VR6 FSI Sport,14,19
2010 Volkswagen Touareg V6 TDI Clean Diesel Sport,18,25
2010 Mercedes-Benz CL550 4Matic,14,21
2010 Mercedes-Benz CL600,11,17
2010 Mercedes-Benz CL63 AMG,11,18
2010 Mercedes-Benz CL65 AMG,11,17
2011 BMW 128i Convertible,18,28
2011 BMW 128i Convertible AT,18,27
2011 BMW 135i Convertible,19,28
2011 Mercedes-Benz CL600,12,18
2011 Mercedes-Benz CL63 AMG,15,21
2011 Mercedes-Benz CL550 4Matic,15,23
2011 Mercedes-Benz CL65 AMG,12,18
2010 BMW 135i Coupe AT,18,25
2010 BMW 135i Coupe,18,25
2010 BMW 128i Coupe,18,28
2010 BMW 128i Coupe AT,18,28
2010 Hyundai Tucson Limited,23,31
2010 Hyundai Tucson GLS,22,30
2010 Hyundai Tucson Limited PZEV 4WD,21,28
2010 Hyundai Tucson Limited 4WD,21,28
2010 Hyundai Tucson GLS AT 4WD,21,28
2010 Hyundai Tucson GLS PZEV 4WD,21,28
2010 Hyundai Tucson Limited PZEV,23,31
2010 Hyundai Tucson GLS AT,23,31
2010 Hyundai Tucson GLS PZEV,23,31
2011 BMW 135i Coupe,20,28
2011 BMW 128i Coupe AT,18,28
2011 BMW 128i Coupe,18,28
2010 Mercedes-Benz CLS550,14,21
2010 Mercedes-Benz CLS63 AMG,12,18
2011 Chevrolet Corvette Convertible 1LT,16,26
2011 Chevrolet Corvette Convertible 1LT AT,15,25
2011 Chevrolet Corvette Convertible 2LT,16,26
2011 Chevrolet Corvette Convertible 2LT AT,15,25
2011 Chevrolet Corvette Convertible 3LT,16,26
2011 Chevrolet Corvette Convertible 3LT AT,15,25
2011 Chevrolet Corvette Convertible 4LT,16,26
2011 Chevrolet Corvette Convertible 4LT AT,15,25
2011 Mercedes-Benz CLS63 AMG,12,18
2010 Chevrolet Corvette Convertible 1LT,16,26
2010 Chevrolet Corvette Convertible 1LT AT,15,25
2010 Chevrolet Corvette Convertible 2LT,16,26
2010 Chevrolet Corvette Convertible 2LT AT,15,25
2010 Chevrolet Corvette Convertible 3LT,16,26
2010 Chevrolet Corvette Convertible 3LT AT,15,25
2010 Chevrolet Corvette Convertible 4LT,16,26
2010 Chevrolet Corvette Convertible 4LT AT,15,25
2012 Mitsubishi Eclipse GT,17,25
2012 Mitsubishi Eclipse SE,20,28
2012 Mitsubishi Eclipse GS AT,20,28
2012 Mitsubishi Eclipse GS,20,28
2012 Mitsubishi Eclipse GS-Sport,20,28
2011 Mitsubishi Eclipse GS AT,20,28
2011 Mitsubishi Eclipse GS,20,28
2011 Mitsubishi Eclipse GS-Sport,20,28
2011 Mitsubishi Eclipse GT,17,25
2010 Mitsubishi Eclipse GT AT,16,24
2010 Mitsubishi Eclipse GS,20,28
2010 Mitsubishi Eclipse GS-Sport,20,27
2010 Mitsubishi Eclipse GS AT,20,27
2010 Mitsubishi Eclipse GT,16,25
2012 Chevrolet Corvette Coupe 1LT,16,26
2012 Chevrolet Corvette Coupe 1LT AT,15,25
2012 Chevrolet Corvette Coupe 2LT,16,26
2012 Chevrolet Corvette Coupe 2LT AT,15,25
2012 Chevrolet Corvette Coupe 3LT,16,26
2012 Chevrolet Corvette Coupe 3LT AT,15,25
2012 Chevrolet Corvette Coupe 4LT,16,26
2012 Chevrolet Corvette Coupe 4LT AT,15,25
2010 Toyota RAV4,22,28
2010 Toyota RAV4 4WD,21,27
2010 Toyota RAV4 V6,19,27
2010 Toyota RAV4 V6 4WD,19,26
2010 Toyota RAV4 Sport,22,28
2010 Toyota RAV4 Sport 4WD,21,27
2010 Toyota RAV4 Sport V6,19,27
2010 Toyota RAV4 Sport V6 4WD,19,26
2010 Toyota RAV4 Limited,22,28
2010 Toyota RAV4 Limited 4WD,21,27
2010 Toyota RAV4 Limited V6,19,27
2010 Toyota RAV4 Limited V6 4WD,19,26
2012 Mitsubishi Eclipse Spyder GS-Sport,20,27
2012 Mitsubishi Eclipse Spyder SE,20,27
2012 Mitsubishi Eclipse Spyder GT,16,24
2011 Chevrolet Corvette Coupe 1LT,16,26
2011 Chevrolet Corvette Coupe 1LT AT,15,25
2011 Chevrolet Corvette Coupe 2LT,16,26
2011 Chevrolet Corvette Coupe 2LT AT,15,25
2011 Chevrolet Corvette Coupe 3LT,16,26
2011 Chevrolet Corvette Coupe 3LT AT,15,25
2011 Chevrolet Corvette Coupe 4LT,16,26
2011 Chevrolet Corvette Coupe 4LT AT,15,25
2011 Mitsubishi Eclipse Spyder GS-Sport,20,27
2011 Mitsubishi Eclipse Spyder GT,16,24
2010 Mitsubishi Eclipse Spyder GT,16,24
2010 Mitsubishi Eclipse Spyder GS,19,26
2011 Mitsubishi Endeavor LS,15,21
2011 Mitsubishi Endeavor SE,15,21
2011 Mitsubishi Endeavor SE AWD,15,19
2010 Mitsubishi Endeavor LS,15,21
2010 Mitsubishi Endeavor SE,15,21
2010 Mitsubishi Endeavor SE AWD,15,19
2011 Mitsubishi Galant SE,21,30
2011 Mitsubishi Galant ES,21,30
2010 Mitsubishi Galant ES,21,30
2010 Mitsubishi Galant SE,21,30
2011 Cadillac CTS-V Sedan,14,19
2011 Cadillac CTS-V Sedan AT,12,18
2011 Mitsubishi Lancer ES,24,33
2011 Mitsubishi Lancer DE,24,33
2011 Mitsubishi Lancer GTS,22,31
2010 Mitsubishi Lancer DE,22,31
2010 Mitsubishi Lancer GTS,20,28
2010 Mitsubishi Lancer ES,22,31
2010 Cadillac CTS-V Sedan,14,19
2010 Cadillac CTS-V Sedan AT,12,18
2011 Cadillac CTS-V Coupe AT,12,18
2011 Cadillac CTS-V Coupe,14,19
2011 Cadillac CTS-V Wagon,14,19
2011 Cadillac CTS-V Wagon AT,12,18
2011 Cadillac CTS Sport Sedan,16,26
2011 Cadillac CTS Sport Sedan AT,18,27
2011 Cadillac CTS Sport Sedan AWD,18,27
2011 Cadillac CTS Sport Sedan Luxury,16,26
2011 Cadillac CTS Sport Sedan Luxury AT,18,27
2011 Cadillac CTS Sport Sedan Performance,18,27
2011 Cadillac CTS Sport Sedan Performance AWD,18,27
2011 Cadillac CTS Sport Sedan 3.6L Performance,16,25
2011 Cadillac CTS Sport Sedan 3.6L Performance AT,18,27
2010 Cadillac CTS Sport Sedan Luxury AT,18,27
2011 Cadillac CTS Sport Sedan Premium,16,25
2011 Cadillac CTS Sport Sedan Premium AT,18,27
2011 Cadillac CTS Sport Sedan Premium AWD,18,27
2011 Toyota Sequoia SR5,14,20
2011 Toyota Sequoia SR5 4x4,14,19
2011 Toyota Sequoia SR5 5.7L 4x4,13,18
2011 Toyota Sequoia SR5 FFV,12,17
2011 Toyota Sequoia Limited,14,18
2011 Toyota Sequoia Limited 4x4,13,18
2011 Toyota Sequoia Limited FFV,12,17
2011 Toyota Sequoia Platinum,14,18
2011 Toyota Sequoia Platinum 4x4,13,18
2011 Toyota Sequoia Platinum FFV,12,17
2010 BMW 328i Convertible,17,26
2010 BMW 335i Convertible AT,17,26
2010 BMW 335i Convertible,17,26
2010 BMW 328i Convertible AT,18,27
2009 Infiniti EX35,17,24
2009 Infiniti EX35 AWD,16,23
2009 Infiniti EX35 Journey,17,24
2009 Infiniti EX35 Journey AWD,16,23
2011 Mercedes-Benz E550 Cabriolet,15,22
2011 Mercedes-Benz E350 Cabriolet,17,25
2011 BMW 328i Convertible,17,26
2011 BMW 335i Convertible AT,19,28
2011 BMW 328i Convertible AT,18,27
2011 BMW 335is Convertible,18,26
2011 BMW 335i Convertible,19,28
2010 Infiniti EX35,17,24
2010 Infiniti EX35 AWD,16,23
2010 Infiniti EX35 Journey,17,24
2010 Infiniti EX35 Journey AWD,16,23
2010 Mercedes-Benz E550 Coupe,15,23
2010 Mercedes-Benz E350 Coupe,17,26
2011 Mercedes-Benz E350 Coupe,17,26
2011 Mercedes-Benz E550 Coupe,15,23
2010 Chevrolet Corvette Coupe 1LT,16,26
2010 Chevrolet Corvette Coupe 1LT AT,15,25
2010 Chevrolet Corvette Coupe 2LT,16,26
2010 Chevrolet Corvette Coupe 2LT AT,15,25
2010 Chevrolet Corvette Coupe 3LT,16,26
2010 Chevrolet Corvette Coupe 3LT AT,15,25
2010 Chevrolet Corvette Coupe 4LT,16,26
2010 Chevrolet Corvette Coupe 4LT AT,15,25
2010 Mercedes-Benz E350 4Matic Sedan,17,24
2010 Mercedes-Benz E550 4Matic Sedan,15,23
2010 Mercedes-Benz E550 Sedan,16,24
2010 Mercedes-Benz E350 Sedan,18,26
2010 Mercedes-Benz E63 AMG,13,20
2010 BMW 328i Coup,18,28
2010 BMW 335i xDrive Coup AT,17,25
2010 BMW 328i xDrive Coup,17,25
2010 BMW 335i Coup AT,17,26
2010 BMW 335i Coup,17,26
2010 BMW 328i Coup AT,18,28
2010 BMW 328i xDrive Coup AT,17,25
2010 BMW 335i xDrive Coup,16,25
