car_id,city_mpg,highway_mpg
2011 Land Rover Range Rover Sport Supercharged,12,17
2011 Land Rover Range Rover Sport HSE LUX,13,18
2010 Chrysler Sebring LX Convertible,20,29
2010 Chrysler Sebring Touring Convertible,13,19
2010 Chrysler Sebring Limited Convertible,16,27
2010 Land Rover Range Rover Sport HSE,13,18
2010 Land Rover Range Rover Sport Supercharged,12,17
2010 Chrysler Sebring Touring Sedan,21,30
2010 Chrysler Sebring Limited Sedan,21,30
2011 Land Rover Range Rover Sport Autobiography,12,17
2011 Saab 9-3 2.0T SportCombi,21,31
2011 Saab 9-3 2.0T Aero SportCombi MT,21,31
2011 Saab 9-3 2.0T SportCombi XWD,17,27
2011 Saab 9-3 2.0T SportCombi AT,19,28
2011 Saab 9-3 2.0T Aero SportCombi,19,27
2011 Saab 9-3 2.0T SportCombi XWD MT,20,29
2012 Scion tC,23,31
2012 Scion tC AT,23,31
2012 Scion tC 7.0,23,31
2012 Scion tC 7.0 AT,23,31
2011 Scion tC,23,31
2011 Scion tC AT,23,31
2010 Scion tC,20,27
2010 Scion tC AT,21,29
2011 Aston Martin DB9 Coup,11,17
2011 Aston Martin DB9 Coup AT,13,20
2010 Scion tC 6.0,20,27
2010 Scion tC 6.0 AT,21,29
2010 Aston Martin DB9 Coup,11,17
2010 Aston Martin DB9 Coup AT,13,20
2010 Saab 9-3 2.0T SportCombi XWD MT,20,29
2010 Saab 9-3 2.0T SportCombi AT,19,27
2010 Saab 9-3 2.0T Aero SportCombi MT,21,31
2010 Saab 9-3 2.0T SportCombi XWD,17,27
2010 Saab 9-3 2.0T Aero SportCombi,19,27
2012 MINI Cooper Hardtop,29,37
2012 MINI Cooper Hardtop AT,28,36
2012 MINI Cooper S Hardtop,27,35
2012 MINI Cooper S Hardtop AT,26,34
2012 MINI John Cooper Works Hardtop,25,33
2011 MINI Cooper Hardtop,29,37
2011 MINI Cooper Hardtop AT,28,36
2011 MINI Cooper S Hardtop,27,35
2011 MINI Cooper S Hardtop AT,26,34
2011 MINI John Cooper Works Hardtop,25,33
2010 MINI Cooper Hardtop,28,37
2010 MINI Cooper Hardtop AT,25,33
2010 MINI Cooper S Hardtop,26,34
2010 MINI Cooper S Hardtop AT,24,32
2010 MINI John Cooper Works Hardtop,25,33
2012 MINI Cooper Convertible,27,35
2012 MINI Cooper Convertible AT,27,35
2012 MINI Cooper S Convertible,27,35
2012 MINI Cooper S Convertible AT,26,34
2012 MINI John Cooper Works Convertible,25,33
2011 MINI Cooper Convertible,28,35
2011 MINI Cooper Convertible AT,27,36
2011 MINI Cooper S Convertible,27,35
2011 MINI Cooper S Convertible AT,26,34
2011 MINI John Cooper Works Convertible,25,33
2010 MINI Cooper Convertible,28,36
2010 MINI Cooper Convertible AT,25,33
2010 MINI Cooper S Convertible,26,34
2010 MINI Cooper S Convertible AT,24,32
2010 MINI John Cooper Works Convertible,25,33
2011 Jaguar XJ,16,23
2011 Jaguar XJL,15,22
2011 Jaguar XJ Supercharged,15,21
2011 Jaguar XJL Supercharged,15,21
2011 Jaguar XJ Supersport,15,21
2011 Jaguar XJL Supersport,15,21
2012 Chevrolet Malibu 1LS,22,33
2012 Chevrolet Malibu 1LT,22,33
2012 Chevrolet Malibu 2LT,22,33
2012 Chevrolet Malibu 3LT,17,26
2012 Chevrolet Malibu 1LZ,22,33
2012 Chevrolet Malibu 2LZ,17,26
2010 Chrysler Sebring Limited Sedan 3.5L,16,27
2012 MINI Cooper Clubman,27,35
2012 MINI Cooper Clubman AT,27,35
2012 MINI Cooper S Clubman,27,35
2012 MINI Cooper S Clubman AT,26,34
2012 MINI John Cooper Works Clubman,25,33
2011 Aston Martin DBS Volante,11,17
2011 Aston Martin DBS Volante AT,12,18
2011 MINI Cooper Clubman,28,35
2011 MINI Cooper Clubman AT,27,36
2011 MINI Cooper S Clubman,27,35
2011 MINI Cooper S Clubman AT,26,34
2011 MINI John Cooper Works Clubman,25,33
2010 MINI Cooper Clubman,28,36
2010 MINI Cooper Clubman AT,25,33
2010 MINI Cooper S Clubman,26,34
2010 MINI Cooper S Clubman AT,24,32
2010 MINI John Cooper Works Clubman,25,33
2011 Aston Martin Rapide,13,19
2011 Aston Martin Rapide Luxe,13,19
2011 Chrysler 200 LX Sedan,21,30
2011 Chrysler 200 Touring Sedan,20,31
2011 Chrysler 200 Limited Sedan,20,31
2011 Chrysler 200 S Sedan,14,21
2011 Jaguar XK Convertible,16,22
2011 Jaguar XKR Convertible,15,22
2011 Jaguar XK Coup,16,24
2011 Jaguar XKR Coup,15,22
2011 Jaguar XKR175 75th Anniversary Limited Ed. Coup,15,22
2011 Chrysler 300,18,27
2011 Chrysler 300 Limited,18,27
2011 Chrysler 300C RWD,16,25
2011 Chrysler 300C AWD,15,23
2010 Jaguar XK Convertible,16,22
2010 Jaguar XKR Convertible,15,22
2010 Subaru Impreza Sedan 2.5i Premium AT,20,26
2010 Subaru Impreza Sedan 2.5i Premium,20,27
2010 Subaru Impreza Sedan 2.5GT,19,24
2010 Jaguar XKR Coup,15,22
2010 Jaguar XK Coup,16,24
2011 Jaguar XF Premium,16,23
2011 Jaguar XF,16,23
2011 Jaguar XFR,15,21
2011 Jaguar XF Supercharged,15,21
2011 Jeep Patriot Sport 4x2,23,29
2011 Jeep Patriot Sport 2.4L 4x2,23,28
2011 Jeep Patriot Sport 4x4,22,28
2011 Jeep Patriot Latitude 4x2,23,29
2011 Jeep Patriot Latitude 2.4L 4x2,23,28
2011 Jeep Patriot Latitude 4x4,22,28
2011 Jeep Patriot Latitude X 4x2,23,28
2011 Jeep Patriot Latitude X 4x4,22,28
2011 Jeep Patriot Latitude X 70th Anniversary 4x2,23,28
2011 Jeep Patriot Latitude X 70th Anniversary 4x4,22,28
2010 Chrysler 300 Touring,18,26
2010 Chrysler 300 Touring AWD,17,23
2010 Chrysler 300 Touring Plus,17,25
2010 Chrysler 300 Limited,17,25
2010 Chrysler 300 Limited AWD,17,23
2010 Chrysler 300 C Hemi,16,25
2010 Chrysler 300 C AWD,16,23
2010 Chrysler 300 S V6,17,25
2010 Chrysler 300 S V8,16,25
2010 Chrysler 300 SRT8,13,19
2011 Chrysler Town and Country Touring,17,25
2011 Chrysler Town and Country Touring-L,17,25
2011 Chrysler Town and Country Limited,17,25
2010 Chrysler Town and Country LX,16,23
2010 Chrysler Town and Country Limited,17,25
2010 Chrysler Town and Country Touring,16,23
2010 Chrysler Town and Country Touring Plus,16,23
2010 Jaguar XF,16,25
2010 Jaguar XF Premium,16,23
2010 Jaguar XF Supercharged,15,21
2010 Jaguar XFR,15,21
2010 Jeep Patriot Sport,23,29
2010 Jeep Patriot Sport 2.4L,23,28
2010 Jeep Patriot Sport 4x4,23,28
2010 Jeep Patriot Sport Fleet,23,29
2010 Jeep Patriot Sport Fleet 2.4L,23,28
2010 Jeep Patriot Sport Fleet 4x4,23,28
2010 Jeep Patriot Limited,23,28
2010 Jeep Patriot Limited 4x4,23,28
2011 Lotus Elise R,21,27
2011 Lotus Elise SC,20,26
2010 Lotus Elise SC,20,26
2009 Lotus Elise,21,27
2009 Lotus Elise SC,20,26
2011 Chevrolet Malibu LS,22,33
2011 Chevrolet Malibu 1LT,22,33
2011 Chevrolet Malibu 2LT,22,33
2011 Chevrolet Malibu 2LT V6,17,26
2011 Chevrolet Malibu LTZ,22,33
2011 Chevrolet Malibu LTZ V6,17,26
2011 Lotus Evora,17,27
2012 MINI Cooper Countryman,27,35
2012 MINI Cooper Countryman AT,25,30
2012 MINI Cooper S Countryman,26,32
2012 MINI Cooper S Countryman AT,25,32
2012 MINI Cooper S Countryman All4,25,31
2012 MINI Cooper S Countryman All4 AT,23,30
2011 MINI Cooper Countryman,28,35
2011 MINI Cooper Countryman AT,25,30
2011 MINI Cooper S Countryman,26,32
2011 MINI Cooper S Countryman AT,25,32
2011 MINI Cooper S Countryman All4,25,31
2011 MINI Cooper S Countryman All4 AT,23,30
2010 Chevrolet Malibu LS,22,30
2010 Chevrolet Malibu Fleet,22,30
2010 Chevrolet Malibu 1LT,22,33
2010 Chevrolet Malibu 2LT,22,33
2010 Chevrolet Malibu 2LT V6,17,26
2010 Chevrolet Malibu LTZ,22,33
2010 Chevrolet Malibu LTZ V6,17,26
2011 Lotus Exige S240,20,26
2011 Lotus Exige S260,20,26
2010 Lotus Exige S240,20,26
2009 Lotus Exige S240,20,26
2009 Lotus Exige S260,21,27
2012 Chevrolet Sonic Sedan 1LS,26,35
2012 Chevrolet Sonic Sedan 2LS,25,35
2012 Chevrolet Sonic Sedan 1LT,26,35
2012 Chevrolet Sonic Sedan 2LT,25,35
2012 Chevrolet Sonic Sedan 1LZ,26,35
2012 Chevrolet Sonic Sedan 2LZ,25,35
2010 Chevrolet Malibu Hybrid Fleet,26,34
2011 Maserati GranTurismo Coup,13,20
2011 Maserati GranTurismo Coup S AT,13,20
2010 Maserati GranTurismo Coup,12,19
2010 Maserati GranTurismo Coup S AT,12,19
2011 Maserati GranTurismo Convertible,12,20
2010 Maserati GranTurismo Convertible,12,19
2011 Maserati Quattroporte,12,20
2011 Maserati Quattroporte S,12,19
2011 Maserati Quattroporte Sport GT S,12,19
2011 Jeep Wrangler Sport,15,19
2011 Jeep Wrangler Sport AT,15,19
2011 Jeep Wrangler Sport S,15,19
2011 Jeep Wrangler Sport S AT,15,19
2011 Jeep Wrangler Sahara,15,19
2011 Jeep Wrangler Sahara AT,15,19
2011 Jeep Wrangler Sahara 70th Anniversary,15,19
2011 Jeep Wrangler Sahara 70th Anniversary AT,15,19
2011 Jeep Wrangler Mojave,15,19
2011 Jeep Wrangler Mojave AT,15,19
2011 Jeep Wrangler Rubicon,15,19
2011 Jeep Wrangler Rubicon AT,15,19
2011 Jeep Wrangler Unlimited Sport,15,19
2011 Jeep Wrangler Unlimited Sport AT,15,19
2011 Jeep Wrangler Unlimited Sport S,15,19
2011 Jeep Wrangler Unlimited Sport S AT,15,19
2011 Jeep Wrangler Unlimited Sport RHD,15,19
2011 Jeep Wrangler Unlimited Sahara,15,19
2011 Jeep Wrangler Unlimited Sahara AT,15,19
2011 Jeep Wrangler Unlimited Sahara 70th Anniversary,15,19
2011 Jeep Wrangler Unlimited Sahara 70th Anniversary AT,15,19
2011 Jeep Wrangler Unlimited Mojave,15,19
2011 Jeep Wrangler Unlimited Mojave AT,15,19
2011 Jeep Wrangler Unlimited Rubicon,15,19
2011 Jeep Wrangler Unlimited Rubicon AT,15,19
2010 Jeep Wrangler Sport,15,19
2010 Jeep Wrangler Sport AT,15,19
2010 Jeep Wrangler Sahara,15,19
2010 Jeep Wrangler Sahara AT,15,19
2010 Jeep Wrangler Rubicon,15,19
2010 Jeep Wrangler Rubicon AT,15,19
2010 Jeep Wrangler Unlimited Sport,15,20
2010 Jeep Wrangler Unlimited Sport 4x4,15,19
2010 Jeep Wrangler Unlimited Sport AT 4x4,15,19
2010 Jeep Wrangler Unlimited Sahara,15,20
2010 Jeep Wrangler Unlimited Sahara 4x4,15,19
2010 Jeep Wrangler Unlimited Sahara AT 4x4,15,19
2010 Jeep Wrangler Unlimited Rubicon,15,19
2010 Jeep Wrangler Unlimited Rubicon AT,15,19
2010 Jeep Wrangler Unlimited Sport RHD,15,19
2010 GMC Canyon WT 2WD AT,18,25
2010 GMC Canyon WT 4WD,18,24
2010 GMC Canyon WT 4WD AT,17,23
2010 GMC Canyon WT 2WD 3.7L,17,23
2010 GMC Canyon WT 4WD 3.7L,17,23
2010 Maserati Quattroporte,12,20
2010 Maserati Quattroporte S,12,19
2010 Maserati Quattroporte Sport GT S,12,19
2011 Honda Ridgeline RT,15,20
2011 Honda Ridgeline RTS,15,20
2011 Honda Ridgeline RTL,15,20
2010 Honda Ridgeline RT,15,20
2010 Honda Ridgeline RTS,15,20
2010 Honda Ridgeline RTL,15,20
2012 MINI Cooper Coupe,29,37
2012 MINI Cooper Coupe AT,28,36
2012 MINI Cooper S Coupe,27,35
2012 MINI Cooper S Coupe AT,26,34
2012 MINI John Cooper Works Coupe,25,33
2011 Mercury Grand Marquis LS,12,17
2010 Mercury Grand Marquis LS,12,17
2011 Mercury Mariner,21,28
2011 Mercury Mariner AWD,20,26
2011 Mercury Mariner FFV,14,19
2011 Mercury Mariner FFV AWD,18,23
2011 Mercury Mariner Premier,21,28
2011 Mercury Mariner Premier AWD,20,26
2011 Mercury Mariner Premier FFV,14,19
2011 Mercury Mariner Premier FFV AWD,13,17
2010 Chrysler Town and Country LX Fleet,17,24
2010 Chrysler Town and Country Touring 4.0L,17,25
2010 BMW M6 Convertible MT,11,17
2010 BMW M6 Coup MT,11,17
2010 BMW X3 xDrive30i SUV AT,17,24
2010 BMW X3 xDrive30i SUV,17,24
2012 Toyota Camry L,25,35
2012 Toyota Camry LE,25,35
2012 Toyota Camry SE,25,35
2012 Toyota Camry SE V6,21,30
2012 Toyota Camry XLE,25,35
2012 Toyota Camry XLE V6,21,30
2011 BMW X3 xDrive28i SUV,19,25
2011 BMW X3 xDrive35i SUV,19,26
2012 Toyota FJ Cruiser,17,20
2012 Toyota FJ Cruiser  4x4,15,18
2012 Toyota FJ Cruiser  4x4 AT,17,20
2012 Chevrolet Sonic Hatchback 1LS,26,35
2012 Chevrolet Sonic Hatchback 2LS,25,35
2012 Chevrolet Sonic Hatchback 1LT,26,35
2012 Chevrolet Sonic Hatchback 1LT Turbo,29,40
2012 Chevrolet Sonic Hatchback 2LT,25,35
2012 Chevrolet Sonic Hatchback 1LTZ,26,35
2012 Chevrolet Sonic Hatchback 1LTZ Turbo,29,40
2012 Chevrolet Sonic Hatchback 2LTZ,25,35
2010 BMW X5 xDrive30i SUV,15,21
2010 BMW X5 xDrive35d SUV,19,26
2010 BMW X5 xDrive48i SUV,14,19
2011 Chevrolet Suburban Half-Ton LS,15,21
2011 Chevrolet Suburban Half-Ton LS 4WD,11,16
2011 Chevrolet Suburban Half-Ton LT,11,16
2011 Chevrolet Suburban Half-Ton LT 4WD,15,21
2011 Chevrolet Suburban Half-Ton LTZ,15,21
2011 Chevrolet Suburban Half-Ton LTZ 4WD,15,21
2011 BMW X5 xDrive35d SUV,19,26
2011 BMW X5 xDrive50i SUV,14,20
2011 BMW X5 xDrive35i Premium SUV,16,23
2011 BMW X5 xDrive35i Sport Activity SUV,16,23
2011 BMW X5 xDrive35i SUV,16,23
2011 Chevrolet Suburban Three-Quarter-Ton LS,10,16
2011 Chevrolet Suburban Three-Quarter-Ton LS  4WD,10,15
2011 Chevrolet Suburban Three-Quarter-Ton LT,10,16
2011 Chevrolet Suburban Three-Quarter-Ton LT  4WD,10,15
2010 Chevrolet Suburban LS 1500,15,21
2010 Chevrolet Suburban LT 1500,15,21
2010 Chevrolet Suburban LTZ 1500,15,21
2010 GMC Canyon SLE 2WD,18,25
2010 GMC Canyon SLE 2WD AT,18,25
2010 GMC Canyon SLE 4WD,18,24
2010 GMC Canyon SLE 4WD AT,17,23
2010 GMC Canyon SLE 2WD 3.7L,17,23
2010 GMC Canyon SLE 4WD 3.7L,17,23
2010 GMC Canyon Extended Cab WT 2WD,18,25
2010 GMC Canyon Extended Cab WT 2WD AT,18,25
2010 GMC Canyon Extended Cab WT 4WD,18,24
2010 GMC Canyon Extended Cab WT 4WD AT,17,23
2010 GMC Canyon Extended Cab WT 2WD 3.7L,17,23
2010 GMC Canyon Extended Cab WT 4WD 3.7L,17,23
2011 Subaru Impreza Hatchback Outback Sport AT,20,26
2011 Subaru Impreza Hatchback Outback Sport,20,27
2011 Subaru Impreza Hatchback WRX STI,17,23
2011 Subaru Impreza Hatchback 2.5i,20,27
2011 Subaru Impreza Hatchback 2.5i AT,20,26
2011 Subaru Impreza WRX Hatchback,19,25
2010 GMC Canyon Extended Cab SLE 2WD,18,25
2010 GMC Canyon Extended Cab SLE 2WD AT,18,25
2010 GMC Canyon Extended Cab SLE 4WD,18,24
2010 GMC Canyon Extended Cab SLE 4WD AT,17,23
2010 GMC Canyon Extended Cab SLE 2WD 3.7L,17,23
2010 GMC Canyon Extended Cab SLE 2WD V8,15,20
2010 GMC Canyon Extended Cab SLE 4WD  3.7L,17,23
2010 GMC Canyon Extended Cab SLE 4WD  V8,14,19
2010 Subaru Impreza Hatchback 2.5GT,19,24
2010 Subaru Impreza Hatchback Outback Sport AT,20,26
2010 Subaru Impreza WRX STI Hatchback,17,23
2010 Subaru Impreza Hatchback 2.5i AT,20,26
2010 Subaru Impreza Hatchback Outback Sport,20,27
2010 Subaru Impreza Hatchback 2.5i,20,27
2010 Subaru Impreza WRX STI Special Edition Hatchback,17,23
2010 Subaru Impreza WRX Hatchback,18,25
2010 GMC Canyon Extended Cab SLT 2WD,17,23
2010 GMC Canyon Extended Cab SLT 4WD,17,23
2010 GMC Canyon Extended Cab SLT 2WD V8,15,20
2010 GMC Canyon Extended Cab SLT 4WD V8,14,19
2010 GMC Canyon Crew Cab SLE 2WD,18,25
2010 GMC Canyon Crew Cab SLE 2WD 3.7L,17,23
2010 GMC Canyon Crew Cab SLE 2WD V8,15,20
2010 GMC Canyon Crew Cab SLE 4WD,16,21
2010 GMC Canyon Crew Cab SLE 4WD V8,14,19
2010 GMC Canyon Crew Cab SLT 2WD,17,23
2010 GMC Canyon Crew Cab SLT 4WD,16,21
2010 GMC Canyon Crew Cab SLT 2WD V8,15,20
2010 GMC Canyon Crew Cab SLT 4WD V8,14,19
2011 Dodge Ram 1500 ST Regular Cab 4x2,14,20
2011 Dodge Ram 1500 ST Regular Cab 310 hp 4x2,9,13
2011 Dodge Ram 1500 ST Regular Cab 390 hp 4x2,14,20
2011 Dodge Ram 1500 ST Regular Cab 4x4,13,18
2011 Dodge Ram 1500 ST Regular Cab 390 hp 4x4,13,19
2011 Dodge Ram 1500 SLT Regular Cab 4x2,14,19
2011 Dodge Ram 1500 SLT Regular Cab 4x4,13,18
2011 Dodge Ram 1500 Sport Regular Cab 4x2,14,20
2011 Dodge Ram 1500 Sport Regular Cab 4x4,13,19
2011 Dodge Ram 1500 ST Quad Cab 4x2,14,20
2011 Dodge Ram 1500 ST Quad Cab 310 hp 4x2,9,13
2011 Dodge Ram 1500 ST Quad Cab 390 hp 4x2,14,20
2011 Dodge Ram 1500 ST Quad Cab 4x4,13,18
2011 Dodge Ram 1500 ST Quad Cab 390 hp 4x4,13,19
2011 Dodge Ram 1500 SLT Quad Cab 4x2,14,19
2011 Dodge Ram 1500 SLT Quad Cab 390 hp 4x2,14,20
2011 Dodge Ram 1500 SLT Quad Cab 4x4,9,12
2011 Dodge Ram 1500 SLT Quad Cab 390 hp 4x4,13,19
2011 Dodge Ram 1500 Sport Quad Cab 4x2,14,20
2011 Dodge Ram 1500 Sport Quad Cab 4x4,13,19
2011 Dodge Ram 1500 Laramie Quad Cab 4x4,13,19
2011 Dodge Ram 1500 ST Crew Cab 4x2,14,19
2011 Dodge Ram 1500 ST Crew Cab 390 hp 4x2,14,20
2011 Dodge Ram 1500 ST Crew Cab 4x4,9,12
2011 Dodge Ram 1500 ST Crew Cab  390 hp 4x4,13,19
2011 Dodge Ram 1500 SLT Crew Cab 4x2,14,19
2011 Dodge Ram 1500 SLT Crew Cab  390 hp 4x2,14,20
2011 Dodge Ram 1500 SLT Crew Cab 4x4,9,12
2011 Dodge Ram 1500 SLT Crew Cab  390 hp 4x4,13,19
2011 Dodge Ram 1500 Sport Crew Cab 4x2,14,20
2011 Dodge Ram 1500 Sport Crew Cab 4x4,13,19
2011 Dodge Ram 1500 Laramie Crew Cab 4x2,14,20
2011 Dodge Ram 1500 Laramie Crew Cab 4x4,13,19
2011 Dodge Ram 1500 Laramie Longhorn Crew Cab 4x2,14,20
2011 Dodge Ram 1500 Laramie Longhorn Crew Cab 4x4,13,19
2011 GMC Sierra 1500 WT 2WD,15,20
2011 GMC Sierra 1500 WT 2WD 4.8L,14,19
2011 GMC Sierra 1500 WT 2WD 5.3L,11,16
2011 GMC Sierra 1500 WT 4WD,14,18
2011 GMC Sierra 1500 WT 4WD 4.8L,10,13
2011 GMC Sierra 1500 WT 4WD 5.3L,11,16
2011 GMC Sierra 1500 SLE 2WD,14,19
2011 GMC Sierra 1500 SLE 2WD 5.3L,11,16
2011 GMC Sierra 1500 SLE 4WD,13,18
2011 GMC Sierra 1500 SLE 4WD 5.3L,11,16
2011 Dodge Ram 1500 SLT Regular Cab 390 hp 4x2,14,20
2011 Dodge Ram 1500 SLT Regular Cab 390 hp 4x4,13,19
2011 Chevrolet Tahoe LS,15,21
2011 Chevrolet Tahoe LS 4WD,11,16
2011 Chevrolet Tahoe LT,11,16
2011 Chevrolet Tahoe LT 4WD,11,16
2011 Chevrolet Tahoe LTZ,15,21
2011 Chevrolet Tahoe LTZ 4WD,15,21
2010 BMW X6 xDrive50i,13,18
2010 BMW X6 xDrive35i,15,21
2010 Chevrolet Tahoe LS,15,21
2010 Chevrolet Tahoe LS 4WD,15,21
2010 Chevrolet Tahoe LT,15,21
2010 Chevrolet Tahoe LT 4WD,15,21
2010 Chevrolet Tahoe LTZ,15,21
2010 Chevrolet Tahoe LTZ 4WD,15,21
2011 BMW X6 xDrive35i,16,23
2011 BMW X6 xDrive50i,14,20
2011 Chevrolet Tahoe Hybrid 1HY,20,23
2011 Chevrolet Tahoe Hybrid 1HY 4WD,20,23
2010 Chevrolet Tahoe Hybrid 1HY,21,22
2010 Chevrolet Tahoe Hybrid 1HY 4WD,21,22
2010 BMW Z4 Roadster sDrive30i,18,28
2010 BMW Z4 Roadster sDrive35i,18,25
2012 Chevrolet Traverse LS,17,24
2012 Chevrolet Traverse LS AWD,16,23
2012 Chevrolet Traverse 1LT,17,24
2012 Chevrolet Traverse 1LT AWD,16,23
2012 Chevrolet Traverse 2LT,17,24
2012 Chevrolet Traverse 2LT AWD,16,23
2012 Chevrolet Traverse LTZ,17,24
2012 Chevrolet Traverse LTZ AWD,16,23
2011 BMW Z4 Roadster sDrive30i AT,18,28
2011 BMW Z4 Roadster sDrive35i,19,26
2011 BMW Z4 Roadster sDrive30i,18,28
2011 Cadillac Escalade EXT,13,18
2011 Cadillac Escalade EXT Luxury,9,13
2011 Cadillac Escalade EXT Premium,13,18
2010 Cadillac Escalade EXT,13,20
2010 Cadillac Escalade EXT Premium,10,15
2010 Cadillac Escalade EXT Luxury,10,15
2011 Saab 9-4X 3.0i,18,25
2011 Saab 9-4X 3.0i Aero,15,22
2011 Saab 9-4X 3.0i Premium,18,25
2011 Saab 9-4X 3.0i Premium XWD,17,23
2011 Saab 9-4X 3.0i XWD,17,23
2011 GMC Sierra 1500 Long Box WT 2WD,15,20
2011 GMC Sierra 1500 Long Box WT 2WD 4.8L,10,14
2011 GMC Sierra 1500 Long Box WT 5.3L,15,21
2011 GMC Sierra 1500 Long Box WT 4WD,14,18
2011 GMC Sierra 1500 Long Box WT 4WD 4.8L,13,18
2011 GMC Sierra 1500 Long Box WT 4WD 5.3L,11,16
2011 GMC Sierra 1500 Long Box SLE 2WD,14,19
2011 GMC Sierra 1500 Long Box SLE 2WD 5.3L,15,21
2011 GMC Sierra 1500 Long Box SLE 4WD,13,18
2011 GMC Sierra 1500 Long Box SLE 4WD 5.3L,11,16
2010 Aston Martin Rapide,13,19
2011 Aston Martin V12 Vantage,11,17
2011 Aston Martin V12 Vantage Carbon Black,11,17
2011 Saab 9-5 Sedan Turbo4 AT,13,21
2011 Saab 9-5 Sedan Turbo4 Premium MT,20,33
2011 Saab 9-5 Sedan Turbo6 XWD,17,27
2011 Saab 9-5 Aero Sedan,17,27
2011 Saab 9-5 Sedan Turbo4,20,33
2011 Saab 9-5 Sedan Turbo4 Premium,18,28
2010 Saab 9-5 Aero Sedan,16,27
2010 Mercury Mariner,21,28
2010 Mercury Mariner AWD,20,26
2010 Mercury Mariner FFV,14,19
2010 Mercury Mariner FFV AWD,13,17
2010 Mercury Mariner Premier,21,28
2010 Mercury Mariner Premier AWD,20,26
2010 Mercury Mariner Premier FFV,19,25
2010 Mercury Mariner Premier FFV AWD,13,17
2011 Chevrolet Traverse LS,17,24
2011 Chevrolet Traverse LS AWD,16,23
2011 Chevrolet Traverse 1LT,17,24
2011 Chevrolet Traverse 1LT AWD,16,23
2011 Chevrolet Traverse 2LT,17,24
2011 Chevrolet Traverse 2LT AWD,16,23
2011 Chevrolet Traverse LTZ,17,24
2011 Chevrolet Traverse LTZ AWD,16,23
2010 Chevrolet Traverse LS,17,24
2010 Chevrolet Traverse LS AWD,16,23
2010 Chevrolet Traverse 1LT,17,24
2010 Chevrolet Traverse 1LT AWD,16,23
2010 Chevrolet Traverse 2LT,17,24
2010 Chevrolet Traverse 2LT AWD,16,23
2010 Chevrolet Traverse LTZ,17,24
2010 Chevrolet Traverse LTZ AWD,16,23
2011 Mercury Milan,22,29
2011 Mercury Milan AT,23,33
2011 Mercury Milan Premier,23,33
2011 Mercury Milan Premier FFV,14,21
2011 Mercury Milan Premier FFV AWD,13,19
2010 Mercury Milan,22,29
2010 Mercury Milan AT,22,31
2010 Mercury Milan Premier,22,31
2010 Mercury Milan Premier FFV,19,27
2010 Mercury Milan Premier FFV AWD,18,25
2011 Lexus GS 350 AWD Sedan,18,25
2011 Lexus GS 460 Sedan,17,24
2011 Lexus GS 350 Sedan,19,26
2011 Aston Martin V8 Vantage Roadster,13,19
2011 Aston Martin V8 Vantage N420 Roadster,13,19
2010 Aston Martin V8 Vantage Roadster,12,19
2011 Aston Martin V8 Vantage Coup,13,19
2011 Aston Martin V8 Vantage N420 Coup,13,19
2010 Aston Martin V8 Vantage Coup,12,19
2011 GMC Sierra 1500 Extended Cab WT 2WD,15,20
2011 GMC Sierra 1500 Extended Cab WT 2WD 4.8L,10,14
2011 GMC Sierra 1500 Extended Cab WT 2WD 5.3L,11,16
2011 GMC Sierra 1500 Extended Cab WT 4WD,13,18
2011 GMC Sierra 1500 Extended Cab WT 4WD 5.3L,11,16
2011 GMC Sierra 1500 Extended Cab SL 2WD,14,19
2011 GMC Sierra 1500 Extended Cab SL 4WD,13,18
2011 GMC Sierra 1500 Extended Cab SLE 2WD,10,14
2011 GMC Sierra 1500 Extended Cab SLE 2WD 5.3L,11,16
2011 GMC Sierra 1500 Extended Cab SLE 2WD 6.2L,13,18
2011 GMC Sierra 1500 Extended Cab SLE 4WD,10,13
2011 GMC Sierra 1500 Extended Cab SLE 4WD 5.3L,15,21
2011 GMC Sierra 1500 Extended Cab SLE 4WD 6.2L,9,13
2011 GMC Sierra 1500 Extended Cab SLT 2WD,11,16
2011 GMC Sierra 1500 Extended Cab SLT 2WD 6.2L,9,13
2011 GMC Sierra 1500 Extended Cab SLT 4WD,11,16
2011 GMC Sierra 1500 Extended Cab SLT 4WD 6.2L,12,18
2011 Chevrolet Avalanche LS,15,21
2011 Chevrolet Avalanche LT,15,21
2011 Chevrolet Avalanche LTZ,15,21
2011 Chevrolet Avalanche LS 4WD,15,21
2011 Chevrolet Avalanche LT 4WD,15,21
2011 Chevrolet Avalanche LTZ 4WD,15,21
2010 Chevrolet Avalanche LS,11,16
2010 Chevrolet Avalanche LT,15,21
2010 Chevrolet Avalanche LTZ,15,21
2010 Chevrolet Avalanche LS 4WD,15,21
2010 Chevrolet Avalanche LT 4WD,11,16
2010 Chevrolet Avalanche LTZ 4WD,11,16
2011 Subaru Impreza Hatchback 2.5i Premium AT,20,26
2011 Subaru Impreza Hatchback 2.5i Premium,20,27
2011 GMC Sierra 1500 Extended Cab Long Box WT 2WD,11,16
2011 GMC Sierra 1500 Extended Cab Long Box WT 4WD,11,16
2011 GMC Sierra 1500 Extended Cab Long Box SLE 2WD,11,16
2011 GMC Sierra 1500 Extended Cab Long Box SLE 4WD,11,16
2011 GMC Sierra 1500 Extended Cab Long Box SLT 2WD,11,16
2011 GMC Sierra 1500 Extended Cab Long Box SLT 4WD,11,16
